==========
일반 데이터 보고서
==========

시험 데이타 파일 : C:\Zive Data\Smart Interface\Experiments\Data\박겸손\FC OCP test -0_01C_cyc\20230302\OCP_full cell _6_026.wrd
테스트 기간 : 2023-03-02 21:54:08 ~ 2023-03-11 22:49:40
데이터 개수 : 13017
시험자 성명 : 
상품 번호 : 
메모 : 
조건 파일명 : C:\Zive Data\Smart Interface\Experiments\Schedule\FC OCP test -0.01C.cyc
단계 개수 : 7

--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------
인덱스         	시험_시간(s)   	사이클_번호    	사이클_시간(s) 	단계_번호      	단계_시간(s)   	전류(A)        	전압(V)        	IR(ohm)       	보조전압1(V)   	보조전압2(V)   	보조전압3(V)   	온도('C)       	OCP(V)         	파워(W)        	부하(Ohm)      	누적_용량(Ah)  	절대값_용량(Ah)	전류_범위      
--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------
405           	0:06:44:00.210	1             	0:06:44:00.210	4             	0:05:44:00.000	3.81945E-005  	3.37395E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.28866E-004  	8.83361E+004  	2.18977E-004  	2.18980E-004  	100uA         
406           	0:06:45:00.210	1             	0:06:45:00.210	4             	0:05:45:00.000	3.81945E-005  	3.37458E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.28890E-004  	8.83527E+004  	2.19614E-004  	2.19616E-004  	100uA         
407           	0:06:46:00.210	1             	0:06:46:00.210	4             	0:05:46:00.000	3.81914E-005  	3.37522E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.28904E-004  	8.83763E+004  	2.20250E-004  	2.20253E-004  	100uA         
408           	0:06:47:00.210	1             	0:06:47:00.210	4             	0:05:47:00.000	3.81945E-005  	3.37585E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.28939E-004  	8.83858E+004  	2.20887E-004  	2.20889E-004  	100uA         
409           	0:06:48:00.210	1             	0:06:48:00.210	4             	0:05:48:00.000	3.81914E-005  	3.37648E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.28953E-004  	8.84095E+004  	2.21524E-004  	2.21526E-004  	100uA         
410           	0:06:49:00.210	1             	0:06:49:00.210	4             	0:05:49:00.000	3.81945E-005  	3.37712E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.28987E-004  	8.84190E+004  	2.22160E-004  	2.22162E-004  	100uA         
411           	0:06:50:00.210	1             	0:06:50:00.210	4             	0:05:50:00.000	3.81945E-005  	3.37775E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29011E-004  	8.84356E+004  	2.22797E-004  	2.22799E-004  	100uA         
412           	0:06:51:00.210	1             	0:06:51:00.210	4             	0:05:51:00.000	3.81945E-005  	3.37838E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29036E-004  	8.84522E+004  	2.23433E-004  	2.23436E-004  	100uA         
413           	0:06:52:00.210	1             	0:06:52:00.210	4             	0:05:52:00.000	3.81975E-005  	3.37902E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29070E-004  	8.84617E+004  	2.24070E-004  	2.24072E-004  	100uA         
414           	0:06:53:00.210	1             	0:06:53:00.210	4             	0:05:53:00.000	3.81945E-005  	3.37949E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29078E-004  	8.84812E+004  	2.24706E-004  	2.24709E-004  	100uA         
415           	0:06:54:00.210	1             	0:06:54:00.210	4             	0:05:54:00.000	3.81945E-005  	3.38044E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29114E-004  	8.85061E+004  	2.25343E-004  	2.25345E-004  	100uA         
416           	0:06:55:00.210	1             	0:06:55:00.210	4             	0:05:55:00.000	3.81975E-005  	3.38092E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29143E-004  	8.85115E+004  	2.25980E-004  	2.25982E-004  	100uA         
417           	0:06:56:00.210	1             	0:06:56:00.210	4             	0:05:56:00.000	3.81945E-005  	3.38155E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29157E-004  	8.85352E+004  	2.26616E-004  	2.26618E-004  	100uA         
418           	0:06:57:00.210	1             	0:06:57:00.210	4             	0:05:57:00.000	3.81975E-005  	3.38219E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29191E-004  	8.85447E+004  	2.27253E-004  	2.27255E-004  	100uA         
419           	0:06:58:00.210	1             	0:06:58:00.210	4             	0:05:58:00.000	3.81945E-005  	3.38282E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29205E-004  	8.85683E+004  	2.27889E-004  	2.27892E-004  	100uA         
420           	0:06:59:00.210	1             	0:06:59:00.210	4             	0:05:59:00.000	3.81914E-005  	3.38345E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29219E-004  	8.85920E+004  	2.28526E-004  	2.28528E-004  	100uA         
421           	0:07:00:00.210	1             	0:07:00:00.210	4             	0:06:00:00.000	3.81945E-005  	3.38409E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29253E-004  	8.86015E+004  	2.29162E-004  	2.29165E-004  	100uA         
422           	0:07:01:00.210	1             	0:07:01:00.210	4             	0:06:01:00.000	3.81914E-005  	3.38456E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29261E-004  	8.86211E+004  	2.29799E-004  	2.29801E-004  	100uA         
423           	0:07:02:00.210	1             	0:07:02:00.210	4             	0:06:02:00.000	3.81945E-005  	3.38504E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29290E-004  	8.86264E+004  	2.30436E-004  	2.30438E-004  	100uA         
424           	0:07:03:00.210	1             	0:07:03:00.210	4             	0:06:03:00.000	3.81945E-005  	3.38583E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29320E-004  	8.86472E+004  	2.31072E-004  	2.31074E-004  	100uA         
425           	0:07:04:00.210	1             	0:07:04:00.210	4             	0:06:04:00.000	3.81945E-005  	3.38662E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29350E-004  	8.86679E+004  	2.31709E-004  	2.31711E-004  	100uA         
426           	0:07:05:00.210	1             	0:07:05:00.210	4             	0:06:05:00.000	3.81975E-005  	3.38694E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29373E-004  	8.86691E+004  	2.32345E-004  	2.32348E-004  	100uA         
427           	0:07:06:00.210	1             	0:07:06:00.210	4             	0:06:06:00.000	3.81914E-005  	3.38773E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29382E-004  	8.87040E+004  	2.32982E-004  	2.32984E-004  	100uA         
428           	0:07:07:00.210	1             	0:07:07:00.210	4             	0:06:07:00.000	3.81945E-005  	3.38837E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29417E-004  	8.87135E+004  	2.33618E-004  	2.33621E-004  	100uA         
429           	0:07:08:00.210	1             	0:07:08:00.210	4             	0:06:08:00.000	3.81975E-005  	3.38884E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29445E-004  	8.87189E+004  	2.34255E-004  	2.34257E-004  	100uA         
430           	0:07:09:00.210	1             	0:07:09:00.210	4             	0:06:09:00.000	3.81914E-005  	3.38916E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29437E-004  	8.87414E+004  	2.34892E-004  	2.34894E-004  	100uA         
431           	0:07:10:00.210	1             	0:07:10:00.210	4             	0:06:10:00.000	3.81975E-005  	3.38995E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29488E-004  	8.87479E+004  	2.35528E-004  	2.35530E-004  	100uA         
432           	0:07:11:00.210	1             	0:07:11:00.210	4             	0:06:11:00.000	3.81945E-005  	3.39043E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29495E-004  	8.87674E+004  	2.36165E-004  	2.36167E-004  	100uA         
433           	0:07:12:00.210	1             	0:07:12:00.210	4             	0:06:12:00.000	3.81975E-005  	3.39106E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29530E-004  	8.87769E+004  	2.36801E-004  	2.36803E-004  	100uA         
434           	0:07:13:00.210	1             	0:07:13:00.210	4             	0:06:13:00.000	3.81945E-005  	3.39185E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29550E-004  	8.88048E+004  	2.37438E-004  	2.37440E-004  	100uA         
435           	0:07:14:00.210	1             	0:07:14:00.210	4             	0:06:14:00.000	3.81975E-005  	3.39233E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29578E-004  	8.88101E+004  	2.38074E-004  	2.38077E-004  	100uA         
436           	0:07:15:00.210	1             	0:07:15:00.210	4             	0:06:15:00.000	3.81945E-005  	3.39312E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29598E-004  	8.88380E+004  	2.38711E-004  	2.38713E-004  	100uA         
437           	0:07:16:00.210	1             	0:07:16:00.210	4             	0:06:16:00.000	3.81975E-005  	3.39359E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29627E-004  	8.88433E+004  	2.39348E-004  	2.39350E-004  	100uA         
438           	0:07:17:00.210	1             	0:07:17:00.210	4             	0:06:17:00.000	3.81945E-005  	3.39407E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29635E-004  	8.88628E+004  	2.39984E-004  	2.39986E-004  	100uA         
439           	0:07:18:00.210	1             	0:07:18:00.210	4             	0:06:18:00.000	3.81945E-005  	3.39470E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29659E-004  	8.88794E+004  	2.40621E-004  	2.40623E-004  	100uA         
440           	0:07:19:00.210	1             	0:07:19:00.210	4             	0:06:19:00.000	3.81914E-005  	3.39534E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29673E-004  	8.89032E+004  	2.41257E-004  	2.41259E-004  	100uA         
441           	0:07:20:00.210	1             	0:07:20:00.210	4             	0:06:20:00.000	3.81914E-005  	3.39597E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29697E-004  	8.89198E+004  	2.41894E-004  	2.41896E-004  	100uA         
442           	0:07:21:00.210	1             	0:07:21:00.210	4             	0:06:21:00.000	3.81975E-005  	3.39660E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29742E-004  	8.89221E+004  	2.42530E-004  	2.42533E-004  	100uA         
443           	0:07:22:00.210	1             	0:07:22:00.210	4             	0:06:22:00.000	3.81945E-005  	3.39692E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29744E-004  	8.89375E+004  	2.43167E-004  	2.43169E-004  	100uA         
444           	0:07:23:00.210	1             	0:07:23:00.210	4             	0:06:23:00.000	3.81914E-005  	3.39771E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29763E-004  	8.89654E+004  	2.43804E-004  	2.43806E-004  	100uA         
445           	0:07:24:00.210	1             	0:07:24:00.210	4             	0:06:24:00.000	3.81975E-005  	3.39835E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29808E-004  	8.89677E+004  	2.44440E-004  	2.44442E-004  	100uA         
446           	0:07:25:00.210	1             	0:07:25:00.210	4             	0:06:25:00.000	3.81975E-005  	3.39882E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29827E-004  	8.89802E+004  	2.45077E-004  	2.45079E-004  	100uA         
447           	0:07:26:00.210	1             	0:07:26:00.210	4             	0:06:26:00.000	3.81975E-005  	3.39946E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29851E-004  	8.89967E+004  	2.45713E-004  	2.45715E-004  	100uA         
448           	0:07:27:00.210	1             	0:07:27:00.210	4             	0:06:27:00.000	3.81945E-005  	3.39993E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29859E-004  	8.90163E+004  	2.46350E-004  	2.46352E-004  	100uA         
449           	0:07:28:00.210	1             	0:07:28:00.210	4             	0:06:28:00.000	3.81945E-005  	3.40041E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29877E-004  	8.90288E+004  	2.46986E-004  	2.46989E-004  	100uA         
450           	0:07:29:00.210	1             	0:07:29:00.210	4             	0:06:29:00.000	3.81914E-005  	3.40104E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29890E-004  	8.90525E+004  	2.47623E-004  	2.47625E-004  	100uA         
451           	0:07:30:00.210	1             	0:07:30:00.210	4             	0:06:30:00.000	3.81914E-005  	3.40167E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29915E-004  	8.90691E+004  	2.48260E-004  	2.48262E-004  	100uA         
452           	0:07:31:00.210	1             	0:07:31:00.210	4             	0:06:31:00.000	3.81945E-005  	3.40247E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29955E-004  	8.90827E+004  	2.48896E-004  	2.48898E-004  	100uA         
453           	0:07:32:00.210	1             	0:07:32:00.210	4             	0:06:32:00.000	3.81945E-005  	3.40294E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29974E-004  	8.90951E+004  	2.49533E-004  	2.49535E-004  	100uA         
454           	0:07:33:00.210	1             	0:07:33:00.210	4             	0:06:33:00.000	3.81914E-005  	3.40326E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.29975E-004  	8.91106E+004  	2.50169E-004  	2.50171E-004  	100uA         
455           	0:07:34:00.210	1             	0:07:34:00.210	4             	0:06:34:00.000	3.81945E-005  	3.40389E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30010E-004  	8.91200E+004  	2.50806E-004  	2.50808E-004  	100uA         
456           	0:07:35:00.210	1             	0:07:35:00.210	4             	0:06:35:00.000	3.81945E-005  	3.40468E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30040E-004  	8.91408E+004  	2.51442E-004  	2.51445E-004  	100uA         
457           	0:07:36:00.210	1             	0:07:36:00.210	4             	0:06:36:00.000	3.81945E-005  	3.40516E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30058E-004  	8.91532E+004  	2.52079E-004  	2.52081E-004  	100uA         
458           	0:07:37:00.210	1             	0:07:37:00.210	4             	0:06:37:00.000	3.81914E-005  	3.40563E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30066E-004  	8.91728E+004  	2.52716E-004  	2.52718E-004  	100uA         
459           	0:07:38:00.210	1             	0:07:38:00.210	4             	0:06:38:00.000	3.81945E-005  	3.40627E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30101E-004  	8.91822E+004  	2.53352E-004  	2.53354E-004  	100uA         
460           	0:07:39:00.210	1             	0:07:39:00.210	4             	0:06:39:00.000	3.81883E-005  	3.40658E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30092E-004  	8.92048E+004  	2.53989E-004  	2.53991E-004  	100uA         
461           	0:07:40:00.210	1             	0:07:40:00.210	4             	0:06:40:00.000	3.81945E-005  	3.40706E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30131E-004  	8.92030E+004  	2.54625E-004  	2.54627E-004  	100uA         
462           	0:07:41:00.210	1             	0:07:41:00.210	4             	0:06:41:00.000	3.81914E-005  	3.40785E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30151E-004  	8.92309E+004  	2.55262E-004  	2.55264E-004  	100uA         
463           	0:07:42:00.210	1             	0:07:42:00.210	4             	0:06:42:00.000	3.81975E-005  	3.40833E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30190E-004  	8.92290E+004  	2.55898E-004  	2.55901E-004  	100uA         
464           	0:07:43:00.210	1             	0:07:43:00.210	4             	0:06:43:00.000	3.81945E-005  	3.40896E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30203E-004  	8.92528E+004  	2.56535E-004  	2.56537E-004  	100uA         
465           	0:07:44:00.210	1             	0:07:44:00.210	4             	0:06:44:00.000	3.81914E-005  	3.40960E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30217E-004  	8.92765E+004  	2.57172E-004  	2.57174E-004  	100uA         
466           	0:07:45:00.210	1             	0:07:45:00.210	4             	0:06:45:00.000	3.81914E-005  	3.41023E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30241E-004  	8.92931E+004  	2.57808E-004  	2.57810E-004  	100uA         
467           	0:07:46:00.210	1             	0:07:46:00.210	4             	0:06:46:00.000	3.81945E-005  	3.41055E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30264E-004  	8.92942E+004  	2.58445E-004  	2.58447E-004  	100uA         
468           	0:07:47:00.210	1             	0:07:47:00.210	4             	0:06:47:00.000	3.81914E-005  	3.41118E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30278E-004  	8.93180E+004  	2.59081E-004  	2.59083E-004  	100uA         
469           	0:07:48:00.210	1             	0:07:48:00.210	4             	0:06:48:00.000	3.81975E-005  	3.41181E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30323E-004  	8.93203E+004  	2.59718E-004  	2.59720E-004  	100uA         
470           	0:07:49:00.210	1             	0:07:49:00.210	4             	0:06:49:00.000	3.81914E-005  	3.41229E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30320E-004  	8.93470E+004  	2.60354E-004  	2.60357E-004  	100uA         
471           	0:07:50:00.210	1             	0:07:50:00.210	4             	0:06:50:00.000	3.81914E-005  	3.41276E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30338E-004  	8.93595E+004  	2.60991E-004  	2.60993E-004  	100uA         
472           	0:07:51:00.210	1             	0:07:51:00.210	4             	0:06:51:00.000	3.81975E-005  	3.41356E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30389E-004  	8.93659E+004  	2.61628E-004  	2.61630E-004  	100uA         
473           	0:07:52:00.210	1             	0:07:52:00.210	4             	0:06:52:00.000	3.81914E-005  	3.41403E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30387E-004  	8.93927E+004  	2.62264E-004  	2.62266E-004  	100uA         
474           	0:07:53:00.210	1             	0:07:53:00.210	4             	0:06:53:00.000	3.81945E-005  	3.41451E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30415E-004  	8.93979E+004  	2.62901E-004  	2.62903E-004  	100uA         
475           	0:07:54:00.210	1             	0:07:54:00.210	4             	0:06:54:00.000	3.81975E-005  	3.41514E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30450E-004  	8.94074E+004  	2.63537E-004  	2.63539E-004  	100uA         
476           	0:07:55:00.210	1             	0:07:55:00.210	4             	0:06:55:00.000	3.81975E-005  	3.41577E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30474E-004  	8.94240E+004  	2.64174E-004  	2.64176E-004  	100uA         
477           	0:07:56:00.210	1             	0:07:56:00.210	4             	0:06:56:00.000	3.81975E-005  	3.41609E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30486E-004  	8.94322E+004  	2.64810E-004  	2.64813E-004  	100uA         
478           	0:07:57:00.210	1             	0:07:57:00.210	4             	0:06:57:00.000	3.82006E-005  	3.41672E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30521E-004  	8.94417E+004  	2.65447E-004  	2.65449E-004  	100uA         
479           	0:07:58:00.210	1             	0:07:58:00.210	4             	0:06:58:00.000	3.81945E-005  	3.41752E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30530E-004  	8.94767E+004  	2.66084E-004  	2.66086E-004  	100uA         
480           	0:07:59:00.210	1             	0:07:59:00.210	4             	0:06:59:00.000	3.81945E-005  	3.41767E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30536E-004  	8.94809E+004  	2.66720E-004  	2.66722E-004  	100uA         
481           	0:08:00:00.210	1             	0:08:00:00.210	4             	0:07:00:00.000	3.81914E-005  	3.41815E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30544E-004  	8.95005E+004  	2.67357E-004  	2.67359E-004  	100uA         
482           	0:08:01:00.210	1             	0:08:01:00.210	4             	0:07:01:00.000	3.81945E-005  	3.41863E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30573E-004  	8.95058E+004  	2.67993E-004  	2.67995E-004  	100uA         
483           	0:08:02:00.210	1             	0:08:02:00.210	4             	0:07:02:00.000	3.81914E-005  	3.41942E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30592E-004  	8.95337E+004  	2.68630E-004  	2.68632E-004  	100uA         
484           	0:08:03:00.210	1             	0:08:03:00.210	4             	0:07:03:00.000	3.81945E-005  	3.41989E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30621E-004  	8.95390E+004  	2.69266E-004  	2.69269E-004  	100uA         
485           	0:08:04:00.210	1             	0:08:04:00.210	4             	0:07:04:00.000	3.81945E-005  	3.42021E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30633E-004  	8.95473E+004  	2.69903E-004  	2.69905E-004  	100uA         
486           	0:08:05:00.210	1             	0:08:05:00.210	4             	0:07:05:00.000	3.81945E-005  	3.42100E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30663E-004  	8.95680E+004  	2.70540E-004  	2.70542E-004  	100uA         
487           	0:08:06:00.210	1             	0:08:06:00.210	4             	0:07:06:00.000	3.81945E-005  	3.42148E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30681E-004  	8.95804E+004  	2.71176E-004  	2.71178E-004  	100uA         
488           	0:08:07:00.210	1             	0:08:07:00.210	4             	0:07:07:00.000	3.81945E-005  	3.42195E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30700E-004  	8.95929E+004  	2.71813E-004  	2.71815E-004  	100uA         
489           	0:08:08:00.210	1             	0:08:08:00.210	4             	0:07:08:00.000	3.81975E-005  	3.42243E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30728E-004  	8.95982E+004  	2.72449E-004  	2.72451E-004  	100uA         
490           	0:08:09:00.210	1             	0:08:09:00.210	4             	0:07:09:00.000	3.81883E-005  	3.42306E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30721E-004  	8.96363E+004  	2.73086E-004  	2.73088E-004  	100uA         
491           	0:08:10:00.210	1             	0:08:10:00.210	4             	0:07:10:00.000	3.81914E-005  	3.42370E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30756E-004  	8.96457E+004  	2.73722E-004  	2.73725E-004  	100uA         
492           	0:08:11:00.210	1             	0:08:11:00.210	4             	0:07:11:00.000	3.81945E-005  	3.42417E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30784E-004  	8.96510E+004  	2.74359E-004  	2.74361E-004  	100uA         
493           	0:08:12:00.210	1             	0:08:12:00.210	4             	0:07:12:00.000	3.81945E-005  	3.42449E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30796E-004  	8.96593E+004  	2.74996E-004  	2.74998E-004  	100uA         
494           	0:08:13:00.210	1             	0:08:13:00.210	4             	0:07:13:00.000	3.81914E-005  	3.42512E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30810E-004  	8.96830E+004  	2.75632E-004  	2.75634E-004  	100uA         
495           	0:08:14:00.210	1             	0:08:14:00.210	4             	0:07:14:00.000	3.81945E-005  	3.42528E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30827E-004  	8.96800E+004  	2.76269E-004  	2.76271E-004  	100uA         
496           	0:08:15:00.210	1             	0:08:15:00.210	4             	0:07:15:00.000	3.81945E-005  	3.42607E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30857E-004  	8.97007E+004  	2.76905E-004  	2.76907E-004  	100uA         
497           	0:08:16:00.210	1             	0:08:16:00.210	4             	0:07:16:00.000	3.81975E-005  	3.42686E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30898E-004  	8.97143E+004  	2.77542E-004  	2.77544E-004  	100uA         
498           	0:08:17:00.210	1             	0:08:17:00.210	4             	0:07:17:00.000	3.81975E-005  	3.42702E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30904E-004  	8.97184E+004  	2.78178E-004  	2.78181E-004  	100uA         
499           	0:08:18:00.210	1             	0:08:18:00.210	4             	0:07:18:00.000	3.81914E-005  	3.42750E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.30901E-004  	8.97453E+004  	2.78815E-004  	2.78817E-004  	100uA         
