==========
일반 데이터 보고서
==========

시험 데이타 파일 : C:\Zive Data\Smart Interface\Experiments\Data\박겸손\FC OCP test -0_01C_cyc\20230302\OCP_full cell _6_026.wrd
테스트 기간 : 2023-03-02 21:54:08 ~ 2023-03-11 22:49:40
데이터 개수 : 13017
시험자 성명 : 
상품 번호 : 
메모 : 
조건 파일명 : C:\Zive Data\Smart Interface\Experiments\Schedule\FC OCP test -0.01C.cyc
단계 개수 : 7

--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------
인덱스         	시험_시간(s)   	사이클_번호    	사이클_시간(s) 	단계_번호      	단계_시간(s)   	전류(A)        	전압(V)        	IR(ohm)       	보조전압1(V)   	보조전압2(V)   	보조전압3(V)   	온도('C)       	OCP(V)         	파워(W)        	부하(Ohm)      	누적_용량(Ah)  	절대값_용량(Ah)	전류_범위      
--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------	--------------
4646          	3:05:25:00.210	1             	3:05:25:00.210	4             	3:04:25:00.000	3.81975E-005  	3.92639E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.49978E-004  	1.02792E+005  	2.91864E-003  	2.91864E-003  	100uA         
4647          	3:05:26:00.210	1             	3:05:26:00.210	4             	3:04:26:00.000	3.81975E-005  	3.92655E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.49984E-004  	1.02796E+005  	2.91928E-003  	2.91928E-003  	100uA         
4648          	3:05:27:00.210	1             	3:05:27:00.210	4             	3:04:27:00.000	3.81945E-005  	3.92655E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.49972E-004  	1.02804E+005  	2.91991E-003  	2.91992E-003  	100uA         
4649          	3:05:28:00.210	1             	3:05:28:00.210	4             	3:04:28:00.000	3.81914E-005  	3.92655E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.49960E-004  	1.02812E+005  	2.92055E-003  	2.92055E-003  	100uA         
4650          	3:05:29:00.210	1             	3:05:29:00.210	4             	3:04:29:00.000	3.81975E-005  	3.92702E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50003E-004  	1.02808E+005  	2.92119E-003  	2.92119E-003  	100uA         
4651          	3:05:30:00.210	1             	3:05:30:00.210	4             	3:04:30:00.000	3.81914E-005  	3.92718E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.49985E-004  	1.02829E+005  	2.92182E-003  	2.92183E-003  	100uA         
4652          	3:05:31:00.210	1             	3:05:31:00.210	4             	3:04:31:00.000	3.81945E-005  	3.92702E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.49991E-004  	1.02817E+005  	2.92246E-003  	2.92246E-003  	100uA         
4653          	3:05:32:00.210	1             	3:05:32:00.210	4             	3:04:32:00.000	3.81975E-005  	3.92734E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50015E-004  	1.02817E+005  	2.92310E-003  	2.92310E-003  	100uA         
4654          	3:05:33:00.210	1             	3:05:33:00.210	4             	3:04:33:00.000	3.81975E-005  	3.92750E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50021E-004  	1.02821E+005  	2.92373E-003  	2.92374E-003  	100uA         
4655          	3:05:34:00.210	1             	3:05:34:00.210	4             	3:04:34:00.000	3.81945E-005  	3.92734E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50003E-004  	1.02825E+005  	2.92437E-003  	2.92437E-003  	100uA         
4656          	3:05:35:00.210	1             	3:05:35:00.210	4             	3:04:35:00.000	3.81914E-005  	3.92766E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50003E-004  	1.02841E+005  	2.92501E-003  	2.92501E-003  	100uA         
4657          	3:05:36:00.210	1             	3:05:36:00.210	4             	3:04:36:00.000	3.81914E-005  	3.92782E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50009E-004  	1.02846E+005  	2.92564E-003  	2.92565E-003  	100uA         
4658          	3:05:37:00.210	1             	3:05:37:00.210	4             	3:04:37:00.000	3.81914E-005  	3.92829E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50027E-004  	1.02858E+005  	2.92628E-003  	2.92628E-003  	100uA         
4659          	3:05:38:00.210	1             	3:05:38:00.210	4             	3:04:38:00.000	3.81975E-005  	3.92829E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50051E-004  	1.02842E+005  	2.92692E-003  	2.92692E-003  	100uA         
4660          	3:05:39:00.210	1             	3:05:39:00.210	4             	3:04:39:00.000	3.81945E-005  	3.92829E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50039E-004  	1.02850E+005  	2.92755E-003  	2.92756E-003  	100uA         
4661          	3:05:40:00.210	1             	3:05:40:00.210	4             	3:04:40:00.000	3.81883E-005  	3.92861E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50027E-004  	1.02875E+005  	2.92819E-003  	2.92819E-003  	100uA         
4662          	3:05:41:00.210	1             	3:05:41:00.210	4             	3:04:41:00.000	3.81945E-005  	3.92877E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50057E-004  	1.02862E+005  	2.92883E-003  	2.92883E-003  	100uA         
4663          	3:05:42:00.210	1             	3:05:42:00.210	4             	3:04:42:00.000	3.81914E-005  	3.92893E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50051E-004  	1.02875E+005  	2.92946E-003  	2.92947E-003  	100uA         
4664          	3:05:43:00.210	1             	3:05:43:00.210	4             	3:04:43:00.000	3.81914E-005  	3.92893E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50051E-004  	1.02875E+005  	2.93010E-003  	2.93010E-003  	100uA         
4665          	3:05:44:00.210	1             	3:05:44:00.210	4             	3:04:44:00.000	3.81975E-005  	3.92924E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50087E-004  	1.02866E+005  	2.93074E-003  	2.93074E-003  	100uA         
4666          	3:05:45:00.210	1             	3:05:45:00.210	4             	3:04:45:00.000	3.81914E-005  	3.92956E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50075E-004  	1.02891E+005  	2.93137E-003  	2.93137E-003  	100uA         
4667          	3:05:46:00.210	1             	3:05:46:00.210	4             	3:04:46:00.000	3.81945E-005  	3.92956E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50087E-004  	1.02883E+005  	2.93201E-003  	2.93201E-003  	100uA         
4668          	3:05:47:00.210	1             	3:05:47:00.210	4             	3:04:47:00.000	3.81975E-005  	3.92956E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50099E-004  	1.02875E+005  	2.93265E-003  	2.93265E-003  	100uA         
4669          	3:05:48:00.210	1             	3:05:48:00.210	4             	3:04:48:00.000	3.81975E-005  	3.92956E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50099E-004  	1.02875E+005  	2.93328E-003  	2.93328E-003  	100uA         
4670          	3:05:49:00.210	1             	3:05:49:00.210	4             	3:04:49:00.000	3.81945E-005  	3.93003E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50106E-004  	1.02895E+005  	2.93392E-003  	2.93392E-003  	100uA         
4671          	3:05:50:00.210	1             	3:05:50:00.210	4             	3:04:50:00.000	3.81914E-005  	3.92988E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50087E-004  	1.02900E+005  	2.93456E-003  	2.93456E-003  	100uA         
4672          	3:05:51:00.210	1             	3:05:51:00.210	4             	3:04:51:00.000	3.81975E-005  	3.93003E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50118E-004  	1.02887E+005  	2.93519E-003  	2.93519E-003  	100uA         
4673          	3:05:52:00.210	1             	3:05:52:00.210	4             	3:04:52:00.000	3.81975E-005  	3.93035E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50130E-004  	1.02895E+005  	2.93583E-003  	2.93583E-003  	100uA         
4674          	3:05:53:00.210	1             	3:05:53:00.210	4             	3:04:53:00.000	3.81975E-005  	3.93051E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50136E-004  	1.02900E+005  	2.93647E-003  	2.93647E-003  	100uA         
4675          	3:05:54:00.210	1             	3:05:54:00.210	4             	3:04:54:00.000	3.81914E-005  	3.93051E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50112E-004  	1.02916E+005  	2.93710E-003  	2.93710E-003  	100uA         
4676          	3:05:55:00.210	1             	3:05:55:00.210	4             	3:04:55:00.000	3.81945E-005  	3.93067E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50130E-004  	1.02912E+005  	2.93774E-003  	2.93774E-003  	100uA         
4677          	3:05:56:00.210	1             	3:05:56:00.210	4             	3:04:56:00.000	3.82006E-005  	3.93099E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50166E-004  	1.02904E+005  	2.93837E-003  	2.93838E-003  	100uA         
4678          	3:05:57:00.210	1             	3:05:57:00.210	4             	3:04:57:00.000	3.81914E-005  	3.93114E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50136E-004  	1.02933E+005  	2.93901E-003  	2.93901E-003  	100uA         
4679          	3:05:58:00.210	1             	3:05:58:00.210	4             	3:04:58:00.000	3.81945E-005  	3.93146E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50160E-004  	1.02933E+005  	2.93965E-003  	2.93965E-003  	100uA         
4680          	3:05:59:00.210	1             	3:05:59:00.210	4             	3:04:59:00.000	3.81975E-005  	3.93146E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50172E-004  	1.02924E+005  	2.94028E-003  	2.94029E-003  	100uA         
4681          	3:06:00:00.210	1             	3:06:00:00.210	4             	3:05:00:00.000	3.81914E-005  	3.93178E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50160E-004  	1.02949E+005  	2.94092E-003  	2.94092E-003  	100uA         
4682          	3:06:01:00.210	1             	3:06:01:00.210	4             	3:05:01:00.000	3.81945E-005  	3.93178E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50172E-004  	1.02941E+005  	2.94156E-003  	2.94156E-003  	100uA         
4683          	3:06:02:00.210	1             	3:06:02:00.210	4             	3:05:02:00.000	3.81975E-005  	3.93194E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50190E-004  	1.02937E+005  	2.94219E-003  	2.94220E-003  	100uA         
4684          	3:06:03:00.210	1             	3:06:03:00.210	4             	3:05:03:00.000	3.81975E-005  	3.93225E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50202E-004  	1.02945E+005  	2.94283E-003  	2.94283E-003  	100uA         
4685          	3:06:04:00.210	1             	3:06:04:00.210	4             	3:05:04:00.000	3.81975E-005  	3.93209E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50196E-004  	1.02941E+005  	2.94347E-003  	2.94347E-003  	100uA         
4686          	3:06:05:00.210	1             	3:06:05:00.210	4             	3:05:05:00.000	3.81945E-005  	3.93241E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50196E-004  	1.02958E+005  	2.94410E-003  	2.94411E-003  	100uA         
4687          	3:06:06:00.210	1             	3:06:06:00.210	4             	3:05:06:00.000	3.81945E-005  	3.93257E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50202E-004  	1.02962E+005  	2.94474E-003  	2.94474E-003  	100uA         
4688          	3:06:07:00.210	1             	3:06:07:00.210	4             	3:05:07:00.000	3.81975E-005  	3.93257E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50214E-004  	1.02954E+005  	2.94538E-003  	2.94538E-003  	100uA         
4689          	3:06:08:00.210	1             	3:06:08:00.210	4             	3:05:08:00.000	3.81945E-005  	3.93289E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50215E-004  	1.02970E+005  	2.94601E-003  	2.94602E-003  	100uA         
4690          	3:06:09:00.210	1             	3:06:09:00.210	4             	3:05:09:00.000	3.81975E-005  	3.93305E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50233E-004  	1.02966E+005  	2.94665E-003  	2.94665E-003  	100uA         
4691          	3:06:10:00.210	1             	3:06:10:00.210	4             	3:05:10:00.000	3.81945E-005  	3.93305E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50221E-004  	1.02974E+005  	2.94729E-003  	2.94729E-003  	100uA         
4692          	3:06:11:00.210	1             	3:06:11:00.210	4             	3:05:11:00.000	3.81945E-005  	3.93320E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50227E-004  	1.02978E+005  	2.94792E-003  	2.94793E-003  	100uA         
4693          	3:06:12:00.210	1             	3:06:12:00.210	4             	3:05:12:00.000	3.81975E-005  	3.93336E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50245E-004  	1.02974E+005  	2.94856E-003  	2.94856E-003  	100uA         
4694          	3:06:13:00.210	1             	3:06:13:00.210	4             	3:05:13:00.000	3.81945E-005  	3.93368E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50245E-004  	1.02991E+005  	2.94920E-003  	2.94920E-003  	100uA         
4695          	3:06:14:00.210	1             	3:06:14:00.210	4             	3:05:14:00.000	3.81975E-005  	3.93384E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50263E-004  	1.02987E+005  	2.94983E-003  	2.94984E-003  	100uA         
4696          	3:06:15:00.210	1             	3:06:15:00.210	4             	3:05:15:00.000	3.81914E-005  	3.93400E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50245E-004  	1.03007E+005  	2.95047E-003  	2.95047E-003  	100uA         
4697          	3:06:16:00.210	1             	3:06:16:00.210	4             	3:05:16:00.000	3.81975E-005  	3.93400E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50269E-004  	1.02991E+005  	2.95111E-003  	2.95111E-003  	100uA         
4698          	3:06:17:00.210	1             	3:06:17:00.210	4             	3:05:17:00.000	3.81945E-005  	3.93415E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50263E-004  	1.03003E+005  	2.95174E-003  	2.95175E-003  	100uA         
4699          	3:06:18:00.210	1             	3:06:18:00.210	4             	3:05:18:00.000	3.81975E-005  	3.93431E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50281E-004  	1.02999E+005  	2.95238E-003  	2.95238E-003  	100uA         
4700          	3:06:19:00.210	1             	3:06:19:00.210	4             	3:05:19:00.000	3.81914E-005  	3.93463E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50269E-004  	1.03024E+005  	2.95302E-003  	2.95302E-003  	100uA         
4701          	3:06:20:00.210	1             	3:06:20:00.210	4             	3:05:20:00.000	3.81975E-005  	3.93463E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50293E-004  	1.03007E+005  	2.95365E-003  	2.95365E-003  	100uA         
4702          	3:06:21:00.210	1             	3:06:21:00.210	4             	3:05:21:00.000	3.81914E-005  	3.93479E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50275E-004  	1.03028E+005  	2.95429E-003  	2.95429E-003  	100uA         
4703          	3:06:22:00.210	1             	3:06:22:00.210	4             	3:05:22:00.000	3.81945E-005  	3.93479E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50287E-004  	1.03020E+005  	2.95493E-003  	2.95493E-003  	100uA         
4704          	3:06:23:00.210	1             	3:06:23:00.210	4             	3:05:23:00.000	3.81975E-005  	3.93495E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50305E-004  	1.03016E+005  	2.95556E-003  	2.95556E-003  	100uA         
4705          	3:06:24:00.210	1             	3:06:24:00.210	4             	3:05:24:00.000	3.81914E-005  	3.93495E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50281E-004  	1.03032E+005  	2.95620E-003  	2.95620E-003  	100uA         
4706          	3:06:25:00.210	1             	3:06:25:00.210	4             	3:05:25:00.000	3.81945E-005  	3.93558E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50317E-004  	1.03041E+005  	2.95684E-003  	2.95684E-003  	100uA         
4707          	3:06:26:00.210	1             	3:06:26:00.210	4             	3:05:26:00.000	3.81975E-005  	3.93542E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50323E-004  	1.03028E+005  	2.95747E-003  	2.95747E-003  	100uA         
4708          	3:06:27:00.210	1             	3:06:27:00.210	4             	3:05:27:00.000	3.81914E-005  	3.93574E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50311E-004  	1.03053E+005  	2.95811E-003  	2.95811E-003  	100uA         
4709          	3:06:28:00.210	1             	3:06:28:00.210	4             	3:05:28:00.000	3.81975E-005  	3.93574E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50335E-004  	1.03036E+005  	2.95875E-003  	2.95875E-003  	100uA         
4710          	3:06:29:00.210	1             	3:06:29:00.210	4             	3:05:29:00.000	3.81914E-005  	3.93590E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50317E-004  	1.03057E+005  	2.95938E-003  	2.95938E-003  	100uA         
4711          	3:06:30:00.210	1             	3:06:30:00.210	4             	3:05:30:00.000	3.81914E-005  	3.93590E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50317E-004  	1.03057E+005  	2.96002E-003  	2.96002E-003  	100uA         
4712          	3:06:31:00.210	1             	3:06:31:00.210	4             	3:05:31:00.000	3.81975E-005  	3.93606E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50348E-004  	1.03045E+005  	2.96066E-003  	2.96066E-003  	100uA         
4713          	3:06:32:00.210	1             	3:06:32:00.210	4             	3:05:32:00.000	3.81945E-005  	3.93621E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50342E-004  	1.03057E+005  	2.96129E-003  	2.96129E-003  	100uA         
4714          	3:06:33:00.210	1             	3:06:33:00.210	4             	3:05:33:00.000	3.81914E-005  	3.93669E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50348E-004  	1.03078E+005  	2.96193E-003  	2.96193E-003  	100uA         
4715          	3:06:34:00.210	1             	3:06:34:00.210	4             	3:05:34:00.000	3.81945E-005  	3.93653E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50354E-004  	1.03065E+005  	2.96256E-003  	2.96257E-003  	100uA         
4716          	3:06:35:00.210	1             	3:06:35:00.210	4             	3:05:35:00.000	3.81945E-005  	3.93685E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50366E-004  	1.03074E+005  	2.96320E-003  	2.96320E-003  	100uA         
4717          	3:06:36:00.210	1             	3:06:36:00.210	4             	3:05:36:00.000	3.81975E-005  	3.93701E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50384E-004  	1.03070E+005  	2.96384E-003  	2.96384E-003  	100uA         
4718          	3:06:37:00.210	1             	3:06:37:00.210	4             	3:05:37:00.000	3.81945E-005  	3.93716E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50378E-004  	1.03082E+005  	2.96447E-003  	2.96448E-003  	100uA         
4719          	3:06:38:00.210	1             	3:06:38:00.210	4             	3:05:38:00.000	3.81914E-005  	3.93732E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50372E-004  	1.03094E+005  	2.96511E-003  	2.96511E-003  	100uA         
4720          	3:06:39:00.210	1             	3:06:39:00.210	4             	3:05:39:00.000	3.81975E-005  	3.93716E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50390E-004  	1.03074E+005  	2.96575E-003  	2.96575E-003  	100uA         
4721          	3:06:40:00.210	1             	3:06:40:00.210	4             	3:05:40:00.000	3.81975E-005  	3.93748E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50402E-004  	1.03082E+005  	2.96638E-003  	2.96639E-003  	100uA         
4722          	3:06:41:00.210	1             	3:06:41:00.210	4             	3:05:41:00.000	3.81914E-005  	3.93748E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50378E-004  	1.03099E+005  	2.96702E-003  	2.96702E-003  	100uA         
4723          	3:06:42:00.210	1             	3:06:42:00.210	4             	3:05:42:00.000	3.81945E-005  	3.93764E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50396E-004  	1.03095E+005  	2.96766E-003  	2.96766E-003  	100uA         
4724          	3:06:43:00.210	1             	3:06:43:00.210	4             	3:05:43:00.000	3.81914E-005  	3.93811E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50402E-004  	1.03115E+005  	2.96829E-003  	2.96830E-003  	100uA         
4725          	3:06:44:00.210	1             	3:06:44:00.210	4             	3:05:44:00.000	3.81975E-005  	3.93843E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50438E-004  	1.03107E+005  	2.96893E-003  	2.96893E-003  	100uA         
4726          	3:06:45:00.210	1             	3:06:45:00.210	4             	3:05:45:00.000	3.81945E-005  	3.93827E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50420E-004  	1.03111E+005  	2.96957E-003  	2.96957E-003  	100uA         
4727          	3:06:46:00.210	1             	3:06:46:00.210	4             	3:05:46:00.000	3.81914E-005  	3.93811E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50402E-004  	1.03115E+005  	2.97020E-003  	2.97021E-003  	100uA         
4728          	3:06:47:00.210	1             	3:06:47:00.210	4             	3:05:47:00.000	3.81945E-005  	3.93875E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50438E-004  	1.03124E+005  	2.97084E-003  	2.97084E-003  	100uA         
4729          	3:06:48:00.210	1             	3:06:48:00.210	4             	3:05:48:00.000	3.81945E-005  	3.93859E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50432E-004  	1.03119E+005  	2.97148E-003  	2.97148E-003  	100uA         
4730          	3:06:49:00.210	1             	3:06:49:00.210	4             	3:05:49:00.000	3.81975E-005  	3.93875E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50450E-004  	1.03115E+005  	2.97211E-003  	2.97212E-003  	100uA         
4731          	3:06:50:00.210	1             	3:06:50:00.210	4             	3:05:50:00.000	3.81945E-005  	3.93891E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50444E-004  	1.03128E+005  	2.97275E-003  	2.97275E-003  	100uA         
4732          	3:06:51:00.210	1             	3:06:51:00.210	4             	3:05:51:00.000	3.81975E-005  	3.93907E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50463E-004  	1.03124E+005  	2.97339E-003  	2.97339E-003  	100uA         
4733          	3:06:52:00.210	1             	3:06:52:00.210	4             	3:05:52:00.000	3.81945E-005  	3.93922E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50457E-004  	1.03136E+005  	2.97402E-003  	2.97403E-003  	100uA         
4734          	3:06:53:00.210	1             	3:06:53:00.210	4             	3:05:53:00.000	3.81945E-005  	3.93938E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50463E-004  	1.03140E+005  	2.97466E-003  	2.97466E-003  	100uA         
4735          	3:06:54:00.210	1             	3:06:54:00.210	4             	3:05:54:00.000	3.81975E-005  	3.93954E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50481E-004  	1.03136E+005  	2.97530E-003  	2.97530E-003  	100uA         
4736          	3:06:55:00.210	1             	3:06:55:00.210	4             	3:05:55:00.000	3.81945E-005  	3.93970E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50475E-004  	1.03148E+005  	2.97593E-003  	2.97594E-003  	100uA         
4737          	3:06:56:00.210	1             	3:06:56:00.210	4             	3:05:56:00.000	3.81945E-005  	3.94002E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50487E-004  	1.03157E+005  	2.97657E-003  	2.97657E-003  	100uA         
4738          	3:06:57:00.210	1             	3:06:57:00.210	4             	3:05:57:00.000	3.81914E-005  	3.93970E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50463E-004  	1.03157E+005  	2.97721E-003  	2.97721E-003  	100uA         
4739          	3:06:58:00.210	1             	3:06:58:00.210	4             	3:05:58:00.000	3.81914E-005  	3.94033E+000  	              	0.00000E+000  	0.00000E+000  	0.00000E+000  	0.00          	2.84369E+000  	1.50487E-004  	1.03173E+005  	2.97784E-003  	2.97784E-003  	100uA         
